,concept,id,label_1,label_2,label_3,label_4,label_5,margin_error_dummy,race,type
519,B11002.  Household Type By Relatives and Nonrelatives For Population in Households,B11002_006M,Margin Of Error For!!In family households,"In male householder, no wife present, family:",,,,True,,int
520,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_006M,Margin of Error for!!Male,"Worked full-time, year-round in the past 12 months",With earnings,"$1 to $2,499 or loss",,True,,int
521,B01001.  Sex by Age,B01001_027E,Female,Under 5 years,,,,False,,int
522,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_045E,Male,Other,With earnings,"$55,000 to $64,999",,False,,int
523,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_006E,Male,Under 18 years,Foreign born,Naturalized U.S. citizen,,False,,int
524,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_020E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$45,000 to $49,999",,False,,int
525,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_014M,Margin Of Error For!!Income in the past 12 months below poverty level,Other family,"Male householder, no wife present",With related children under 18 years,5 to 17 years only,True,,int
526,B01002.  Median Age by Sex,B01002_001M,Margin Of Error For!!Median age --!!Total:,,,,,True,,int
527,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_094E,Female,Other,With earnings,"$75,000 to $99,999",,False,,int
528,B01001.  Sex by Age,B01001_014E,Male,40 to 44 years,,,,False,,int
529,B01001.  Sex by Age,B01001_020M,Margin Of Error For!!Male,65 and 66 years,,,,True,,int
530,B19001.  Household Income,B19001_002M,"Margin of Error for!!Less than $10,000",,,,,True,,int
531,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_009E,Male,"Management, business, science, and arts occupations","Computer, engineering, and science occupations",Architecture and engineering occupations,,False,,int
532,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_007M,Margin Of Error For!!Male,"Management, business, science, and arts occupations","Computer, engineering, and science occupations:",,,True,,int
533,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_091M,Margin of Error for!!Female,Other,With earnings,"$50,000 to $54,999",,True,,int
534,B20017.  Median Earnings by Sex by Work Experience for the Pop. 16+ Years With Earnings,B20017_004M,Margin of Error for!!Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Male --!!Other (dollars),,,,,True,,int
535,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_017E,Income in the past 12 months below poverty level,Other family,"Female householder, no husband present",With related children under 18 years:,,False,,int
536,B11001.  Household Type (including Living Alone),B11001_002M,Margin Of Error For!!Family households:,,,,,True,,int
537,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_027M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,45 to 54 years,,,True,,int
538,B14007.  School Enrollment by Level of School for the Population 3 Years and Over,B14007_007E,Enrolled in school,Enrolled in grade 3,,,,False,,int
539,B25032.  TENURE BY UNITS IN STRUCTURE,B25032_006E,Owner-occupied housing units,3 or 4,,,,False,,int
540,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_001M,Margin Of Error For!!Total:,,,,,True,,int
541,B20017.  Median Earnings by Sex by Work Experience for the Pop. 16+ Years With Earnings,B20017_007M,Margin of Error for!!Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Female --!!Other (dollars),,,,,True,,int
542,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_042M,Margin of Error for!!Male,Other,With earnings,"$40,000 to $44,999",,True,,int
543,B11001.  Household Type (including Living Alone),B11001_009M,Margin Of Error For!!Nonfamily households,Householder not living alone,,,,True,,int
544,B01001.  Sex by Age,B01001_013E,Male,35 to 39 years,,,,False,,int
545,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_022M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,15 years,,,True,,int
546,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_039E,Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",With related children under 18 years,Under 5 years and 5 to 17 years,False,,int
547,B01001.  Sex by Age,B01001_007M,Margin Of Error For!!Male,18 and 19 years,,,,True,,int
548,B19037.  Age of Householder by Household Income,B19037_027M,Margin of Error for!!Householder 25 to 44 years,"$40,000 to $44,999",,,,True,,int
549,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_013M,Margin of Error for!!Male,"Worked full-time, year-round in the past 12 months",With earnings,"$17,500 to $19,999",,True,,int
550,B16005.  Nativity by Language Spoken at Home by Ability to Speak English for the Population 5+ Yrs,B16005_005E,Native,Speak Spanish,Speak English 'very well',,,False,,int
551,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_008E,Male,"Management, business, science, and arts occupations","Computer, engineering, and science occupations",Computer and mathematical occupations,,False,,int
552,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_036M,Margin of Error for!!Male,Other,With earnings,"$17,500 to $19,999",,True,,int
553,B01001.  Sex by Age,B01001_011M,Margin Of Error For!!Male,25 to 29 years,,,,True,,int
554,B14007.  School Enrollment by Level of School for the Population 3 Years and Over,B14007_016M,Margin of Error for!!Enrolled in school,Enrolled in grade 12,,,,True,,int
555,B19001.  Household Income,B19001_004E,"$15,000 to $19,999",,,,,False,,int
556,B19037.  Age of Householder by Household Income,B19037_020E,Householder 25 to 44 years,"Less than $10,000",,,,False,,int
557,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_015M,Margin Of Error For!!Income in the past 12 months below poverty level,Other family,"Male householder, no wife present",No related children under 18 years,,True,,int
558,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_020M,Margin Of Error For!!Female,18 years and over,Native,,,True,,int
559,B19037.  Age of Householder by Household Income,B19037_052E,Householder 45 to 64 years,"$200,000 or more",,,,False,,int
560,B25003.  Tenure,B25003_003E,Renter occupied,,,,,False,,int
561,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_014E,Income in the past 12 months below poverty level,Male,55 to 64 years,,,False,,int
562,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_005M,Margin of Error for!!Male,"Worked full-time, year-round in the past 12 months",With earnings:,,,True,,int
563,B19037.  Age of Householder by Household Income,B19037_026M,Margin of Error for!!Householder 25 to 44 years,"$35,000 to $39,999",,,,True,,int
564,B19037.  Age of Householder by Household Income,B19037_035E,Householder 25 to 44 years,"$200,000 or more",,,,False,,int
565,B19037.  Age of Householder by Household Income,B19037_063E,Householder 65 years and over,"$50,000 to $59,999",,,,False,,int
566,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_011M,Margin Of Error For!!Income in the past 12 months below poverty level,Other family,"Male householder, no wife present",With related children under 18 years:,,True,,int
567,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_011E,Income in the past 12 months below poverty level,Male,25 to 34 years,,,False,,int
568,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_024E,Income in the past 12 months below poverty level,Female,18 to 24 years,,,False,,int
569,B19037.  Age of Householder by Household Income,B19037_058M,Margin of Error for!!Householder 65 years and over,"$25,000 to $29,999",,,,True,,int
570,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_029M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Other family:,,,,True,,int
571,B19037.  Age of Householder by Household Income,B19037_002M,Margin of Error for!!Householder under 25 years:,,,,,True,,int
572,B11002.  Household Type By Relatives and Nonrelatives For Population in Households,B11002_001M,Margin Of Error For!!Total:,,,,,True,,int
573,B01001.  Sex by Age,B01001_023E,Male,75 to 79 years,,,,False,,int
574,B11002.  Household Type By Relatives and Nonrelatives For Population in Households,B11002_011E,In family households,"In female householder, no husband present, family",Nonrelatives,,,False,,int
575,B18101.  Sex by Age by Disability Status,B18101_007E,Male,5 to 17 years,With a disability,,,False,,int
576,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_005E,Income in the past 12 months below poverty level,Male,5 years,,,False,,int
577,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_040M,Margin of Error for!!Male,Other,With earnings,"$30,000 to $34,999",,True,,int
578,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_009M,Margin of Error for!!Male,"Worked full-time, year-round in the past 12 months",With earnings,"$7,500 to $9,999",,True,,int
579,B20017.  Median Earnings by Sex by Work Experience for the Pop. 16+ Years With Earnings,B20017_007E,Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Female --!!Other (dollars),,,,,False,,int
580,B19037.  Age of Householder by Household Income,B19037_039M,Margin of Error for!!Householder 45 to 64 years,"$15,000 to $19,999",,,,True,,int
581,B13002.  Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status by Age,B13002_002M,Margin Of Error For!!Women who had a birth in the past 12 months:,,,,,True,,int
582,B18101.  Sex by Age by Disability Status,B18101_002M,Margin of Error for!!Male:,,,,,True,,int
583,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_052M,Margin of Error for!!Female,"Worked full-time, year-round in the past 12 months",With earnings:,,,True,,int
584,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_013E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$17,500 to $19,999",,False,,int
585,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_047E,Income in the past 12 months at or above poverty level,Female,Under 5 years,,,False,,int
586,B19037.  Age of Householder by Household Income,B19037_015E,Householder under 25 years,"$100,000 to $124,999",,,,False,,int
587,B19037.  Age of Householder by Household Income,B19037_043E,Householder 45 to 64 years,"$35,000 to $39,999",,,,False,,int
588,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_026M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,35 to 44 years,,,True,,int
589,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_063M,Margin of Error for!!Female,"Worked full-time, year-round in the past 12 months",With earnings,"$25,000 to $29,999",,True,,int
590,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_013M,Margin Of Error For!!Income in the past 12 months below poverty level,Other family,"Male householder, no wife present",With related children under 18 years,Under 5 years and 5 to 17 years,True,,int
591,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_002E,Male:,,,,,False,,int
592,B20017.  Median Earnings by Sex by Work Experience for the Pop. 16+ Years With Earnings,B20017_002E,Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Male --!!Total (dollars),,,,,False,,int
593,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_086E,Female,Other,With earnings,"$25,000 to $29,999",,False,,int
594,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_013E,Income in the past 12 months below poverty level,Male,45 to 54 years,,,False,,int
595,B12002.  SEX BY MARITAL STATUS BY AGE FOR THE POPULATION 15 YEARS AND OVER,B12002_008E,Male,Never married,30 to 34 years,,,False,,int
596,B19037.  Age of Householder by Household Income,B19037_059E,Householder 65 years and over,"$30,000 to $34,999",,,,False,,int
597,B19037.  Age of Householder by Household Income,B19037_014M,Margin of Error for!!Householder under 25 years,"$75,000 to $99,999",,,,True,,int
598,B25032.  TENURE BY UNITS IN STRUCTURE,B25032_002E,Owner-occupied housing units:,,,,,False,,int
599,B14007.  School Enrollment by Level of School for the Population 3 Years and Over,B14007_008E,Enrolled in school,Enrolled in grade 4,,,,False,,int
600,B19037.  Age of Householder by Household Income,B19037_036M,Margin of Error for!!Householder 45 to 64 years:,,,,,True,,int
601,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_003E,Male,Under 18 years:,,,,False,,int
602,B12002.  SEX BY MARITAL STATUS BY AGE FOR THE POPULATION 15 YEARS AND OVER,B12002_005M,Margin Of Error For!!Male,Never married,18 and 19 years,,,True,,int
603,B01001.  Sex by Age,B01001_005E,Male,10 to 14 years,,,,False,,int
604,B25032.  TENURE BY UNITS IN STRUCTURE,B25032_005E,Owner-occupied housing units,2,,,,False,,int
605,B19037.  Age of Householder by Household Income,B19037_056M,Margin of Error for!!Householder 65 years and over,"$15,000 to $19,999",,,,True,,int
606,B01001.  Sex by Age,B01001_023M,Margin Of Error For!!Male,75 to 79 years,,,,True,,int
607,B10051.  GrndPrnts Living With Own GrndChldrn < 18 Yrs by Responsibility for Own GrndChldrn and Age of GrndPrnt,B10051_002M,Margin Of Error For!!Grandparent responsible for own grandchildren under 18 years:,,,,,True,,int
608,B19101.  Family Income,B19101_008M,"Margin of Error for!!$35,000 to $39,999",,,,,True,,int
609,B19101.  Family Income,B19101_014M,"Margin of Error for!!$100,000 to $124,999",,,,,True,,int
610,B18101.  Sex by Age by Disability Status,B18101_001M,Margin of Error for!!Total:,,,,,True,,int
611,B01001.  Sex by Age,B01001_007E,Male,18 and 19 years,,,,False,,int
612,B11002.  Household Type By Relatives and Nonrelatives For Population in Households,B11002_004E,In family households,In married-couple family,Relatives,,,False,,int
613,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_008M,Margin Of Error For!!Male,"Management, business, science, and arts occupations","Computer, engineering, and science occupations",Computer and mathematical occupations,,True,,int
614,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_006M,Margin Of Error For!!Income in the past 12 months below poverty level,Married-couple family,With related children under 18 years,Under 5 years and 5 to 17 years,,True,,int
615,B16005.  Nativity by Language Spoken at Home by Ability to Speak English for the Population 5+ Yrs,B16005_001E,Total:,,,,,False,,int
616,B18101.  Sex by Age by Disability Status,B18101_004M,Margin of Error for!!Male,Under 5 years,With a disability,,,True,,int
617,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_003M,Margin Of Error For!!Income in the past 12 months below poverty level,Male:,,,,True,,int
618,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_048M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Female,5 years,,,True,,int
619,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_027M,Margin of Error for!!Male,Other,No earnings,,,True,,int
620,B19101.  Family Income,B19101_011M,"Margin of Error for!!$50,000 to $59,999",,,,,True,,int
621,B19037.  Age of Householder by Household Income,B19037_008M,Margin of Error for!!Householder under 25 years,"$30,000 to $34,999",,,,True,,int
622,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_025M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,25 to 34 years,,,True,,int
623,B19101.  Family Income,B19101_009M,"Margin of Error for!!$40,000 to $44,999",,,,,True,,int
624,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_010M,Margin Of Error For!!Income in the past 12 months below poverty level,Male,18 to 24 years,,,True,,int
625,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_039E,Income in the past 12 months at or above poverty level,Male,18 to 24 years,,,False,,int
626,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_023E,Female,18 years and over,Foreign born,Not a U.S. citizen,,False,,int
627,B19113.  Median Family Income,B19113_001M,Margin of Error for!!Median family income in the past 12 months (in 2012 inflation-adjusted dollars),,,,,True,,int
628,B01001.  Sex by Age,B01001_024M,Margin Of Error For!!Male,80 to 84 years,,,,True,,int
629,B14007.  School Enrollment by Level of School for the Population 3 Years and Over,B14007_011M,Margin of Error for!!Enrolled in school,Enrolled in grade 7,,,,True,,int
630,B19037.  Age of Householder by Household Income,B19037_018M,Margin of Error for!!Householder under 25 years,"$200,000 or more",,,,True,,int
631,B11001.  Household Type (including Living Alone),B11001_008E,Nonfamily households,Householder living alone,,,,False,,int
632,B16005.  Nativity by Language Spoken at Home by Ability to Speak English for the Population 5+ Yrs,B16005_007E,Native,Speak Spanish,Speak English 'not well',,,False,,int
633,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_007M,Margin Of Error For!!Male,Under 18 years,Foreign born,Not a U.S. citizen,,True,,int
634,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_002E,Income in the past 12 months below poverty level:,,,,,False,,int
635,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_053M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Female,18 to 24 years,,,True,,int
636,B25003.  Tenure,B25003_001M,Margin Of Error For!!Total:,,,,,True,,int
637,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_023E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$65,000 to $74,999",,False,,int
638,B01001.  Sex by Age,B01001_002E,Male:,,,,,False,,int
639,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_006E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$1 to $2,499 or loss",,False,,int
640,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_024M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Married-couple family,With related children under 18 years:,,,True,,int
641,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_038E,Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",With related children under 18 years,Under 5 years only,False,,int
642,B18101.  Sex by Age by Disability Status,B18101_002E,Male:,,,,,False,,int
643,B10051.  GrndPrnts Living With Own GrndChldrn < 18 Yrs by Responsibility for Own GrndChldrn and Age of GrndPrnt,B10051_004M,Margin Of Error For!!Grandparent responsible for own grandchildren under 18 years,Householder or spouse with no parent of grandchildren present,30 to 59 years,,,True,,int
644,B19037.  Age of Householder by Household Income,B19037_051E,Householder 45 to 64 years,"$150,000 to $199,999",,,,False,,int
645,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_003E,Income in the past 12 months below poverty level,Male:,,,,False,,int
646,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_015E,Income in the past 12 months below poverty level,Male,65 to 74 years,,,False,,int
647,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_022E,Income in the past 12 months at or above poverty level:,,,,,False,,int
648,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_059E,Income in the past 12 months at or above poverty level,Female,75 years and over,,,False,,int
649,B01002.  Median Age by Sex,B01002_002M,Margin Of Error For!!Median age --!!Male,,,,,True,,int
650,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_012E,Income in the past 12 months below poverty level,Male,35 to 44 years,,,False,,int
651,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_003M,Margin Of Error For!!Income in the past 12 months below poverty level,Married-couple family:,,,,True,,int
652,B19037.  Age of Householder by Household Income,B19037_038M,Margin of Error for!!Householder 45 to 64 years,"$10,000 to $14,999",,,,True,,int
653,B14007.  School Enrollment by Level of School for the Population 3 Years and Over,B14007_013M,Margin of Error for!!Enrolled in school,Enrolled in grade 9,,,,True,,int
654,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_006E,Male,"Management, business, science, and arts occupations","Management, business, and financial occupations",Business and financial operations occupations,,False,,int
655,B19037.  Age of Householder by Household Income,B19037_005M,Margin of Error for!!Householder under 25 years,"$15,000 to $19,999",,,,True,,int
656,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_013M,Margin Of Error For!!Female:,,,,,True,,int
657,B20017.  Median Earnings by Sex by Work Experience for the Pop. 16+ Years With Earnings,B20017_005E,Median earnings in the past 12 months (in 2012 inflation-adjusted dollars) --!!Female --!!Total (dollars),,,,,False,,int
658,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_047M,Margin Of Error For!!Income in the past 12 months at or above poverty level,Female,Under 5 years,,,True,,int
659,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_024E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$75,000 to $99,999",,False,,int
660,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_036E,Male,Other,With earnings,"$17,500 to $19,999",,False,,int
661,B19101.  Family Income,B19101_015E,"$125,000 to $149,999",,,,,False,,int
662,B18101.  Sex by Age by Disability Status,B18101_009E,Male,18 to 34 years:,,,,False,,int
663,B14007.  School Enrollment by Level of School for the Population 3 Years and Over,B14007_006E,Enrolled in school,Enrolled in grade 2,,,,False,,int
664,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_009M,Margin Of Error For!!Male,18 years and over,Native,,,True,,int
665,B19001.  Household Income,B19001_008M,"Margin of Error for!!$35,000 to $39,999",,,,,True,,int
666,B11001.  Household Type (including Living Alone),B11001_004E,Family households,Other family:,,,,False,,int
667,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_005E,Income in the past 12 months below poverty level,Married-couple family,With related children under 18 years,Under 5 years only,,False,,int
668,B11002.  Household Type By Relatives and Nonrelatives For Population in Households,B11002_004M,Margin Of Error For!!In family households,In married-couple family,Relatives,,,True,,int
669,B25032.  TENURE BY UNITS IN STRUCTURE,B25032_007E,Owner-occupied housing units,5 to 9,,,,False,,int
670,B25032.  TENURE BY UNITS IN STRUCTURE,B25032_007M,Margin Of Error For!!Owner-occupied housing units,5 to 9,,,,True,,int
671,B16005.  Nativity by Language Spoken at Home by Ability to Speak English for the Population 5+ Yrs,B16005_009E,Native,Speak other Indo-European languages:,,,,False,,int
672,B13002.  Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status by Age,B13002_005E,Women who had a birth in the past 12 months,Now married (including separated and spouse absent),20 to 34 years old,,,False,,int
673,B19101.  Family Income,B19101_004E,"$15,000 to $19,999",,,,,False,,int
674,B01001.  Sex by Age,B01001_006M,Margin Of Error For!!Male,15 to 17 years,,,,True,,int
675,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_077M,Margin of Error for!!Female,Other,With earnings,"$2,500 to $4,999",,True,,int
676,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_021M,Margin Of Error For!!Income in the past 12 months below poverty level,Other family,"Female householder, no husband present",No related children under 18 years,,True,,int
677,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_038E,Income in the past 12 months at or above poverty level,Male,16 and 17 years,,,False,,int
678,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_025E,Income in the past 12 months below poverty level,Female,25 to 34 years,,,False,,int
679,B11001.  Household Type (including Living Alone),B11001_004M,Margin Of Error For!!Family households,Other family:,,,,True,,int
680,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_069E,Female,"Worked full-time, year-round in the past 12 months",With earnings,"$55,000 to $64,999",,False,,int
681,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_036E,Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present:",,,False,,int
682,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_040E,Income in the past 12 months at or above poverty level,Other family,"Female householder, no husband present",With related children under 18 years,5 to 17 years only,False,,int
683,B19001.  Household Income,B19001_016E,"$150,000 to $199,999",,,,,False,,int
684,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_092E,Female,Other,With earnings,"$55,000 to $64,999",,False,,int
685,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_001M,Margin of Error for!!Total:,,,,,True,,int
686,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_029E,Income in the past 12 months below poverty level,Female,65 to 74 years,,,False,,int
687,B01002.  Median Age by Sex,B01002_002E,Median age --!!Male,,,,,False,,int
688,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_019E,Male,"Worked full-time, year-round in the past 12 months",With earnings,"$40,000 to $44,999",,False,,int
689,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_044E,Male,Other,With earnings,"$50,000 to $54,999",,False,,int
690,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_019M,Margin Of Error For!!Income in the past 12 months below poverty level,Other family,"Female householder, no husband present",With related children under 18 years,Under 5 years and 5 to 17 years,True,,int
691,B19037.  Age of Householder by Household Income,B19037_004E,Householder under 25 years,"$10,000 to $14,999",,,,False,,int
692,B01001.  Sex by Age,B01001_010M,Margin Of Error For!!Male,22 to 24 years,,,,True,,int
693,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_083M,Margin of Error for!!Female,Other,With earnings,"$17,500 to $19,999",,True,,int
694,B19037.  Age of Householder by Household Income,B19037_060E,Householder 65 years and over,"$35,000 to $39,999",,,,False,,int
695,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_034E,Income in the past 12 months at or above poverty level,Other family,"Male householder, no wife present",With related children under 18 years,5 to 17 years only,False,,int
696,B19101.  Family Income,B19101_001M,Margin of Error for!!Total:,,,,,True,,int
697,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_013E,Income in the past 12 months below poverty level,Other family,"Male householder, no wife present",With related children under 18 years,Under 5 years and 5 to 17 years,False,,int
698,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_043E,Male,Other,With earnings,"$45,000 to $49,999",,False,,int
699,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_068E,Female,"Worked full-time, year-round in the past 12 months",With earnings,"$50,000 to $54,999",,False,,int
700,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_088E,Female,Other,With earnings,"$35,000 to $39,999",,False,,int
701,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_059M,Margin of Error for!!Female,"Worked full-time, year-round in the past 12 months",With earnings,"$15,000 to $17,499",,True,,int
702,B13002.  Women 15 to 50 Years Who Had a Birth in the Past 12 Months by Marital Status by Age,B13002_001M,Margin Of Error For!!Total:,,,,,True,,int
703,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_025E,Income in the past 12 months at or above poverty level,Married-couple family,With related children under 18 years,Under 5 years only,,False,,int
704,B01001.  Sex by Age,B01001_026E,Female:,,,,,False,,int
705,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_081M,Margin of Error for!!Female,Other,With earnings,"$12,500 to $14,999",,True,,int
706,B25003.  Tenure,B25003_002M,Margin Of Error For!!Owner occupied,,,,,True,,int
707,B14007.  School Enrollment by Level of School for the Population 3 Years and Over,B14007_003E,Enrolled in school,"Enrolled in nursery school, preschool",,,,False,,int
708,B17001.  Poverty Status in the past 12 Months by Sex by Age,B17001_020M,Margin Of Error For!!Income in the past 12 months below poverty level,Female,6 to 11 years,,,True,,int
709,B05003.  Sex by Age by Nativity and Citizenship Status,B05003_019E,Female,18 years and over:,,,,False,,int
710,B19101.  Family Income,B19101_012M,"Margin of Error for!!$60,000 to $74,999",,,,,True,,int
711,B20005.  Sex by Work Experience by Earnings for the Population 16 Years and Over,B20005_085E,Female,Other,With earnings,"$22,500 to $24,999",,False,,int
712,B17010.  Poverty Status of Families by Family Type by Presence of Related Children Under 18 Years by Age,B17010_030E,Income in the past 12 months at or above poverty level,Other family,"Male householder, no wife present:",,,False,,int
713,B01001.  Sex by Age,B01001_029E,Female,10 to 14 years,,,,False,,int
714,C24010.  SEX BY OCCUPATION FOR THE CIVILIAN EMPLOYED POPULATION 16 YEARS AND OVER,C24010_007E,Male,"Management, business, science, and arts occupations","Computer, engineering, and science occupations:",,,False,,int
715,B01001.  Sex by Age,B01001_002M,Margin Of Error For!!Male:,,,,,True,,int
